smartwatch_id,title,url,price
21,U68 Smartwatch for men Fitness Waterproof Large Touch Screen 1.6 Inch PhoneCall Heart Rate Sleep Trackers Pedometer Call Message Alarm 30 Days Super Long Standby,https://www.amazon.ae/b?node=12303814031,AED 59.00
22,,https://www.cigabuy.com/,
23,"SAMSUNG Galaxy Watch 3 45mm Stainless Steel - Black, SM-R840",https://www.amazon.ae/b?node=12303814031,"AED 1,047.94"
24,"Apple Watch Series 3-38 mm, Space Gray Aluminum Case - MTF02",https://www.amazon.ae/b?node=12303814031,AED 799.00
25,"Apple Watch Series 3-38 mm, Silver Aluminum Case - MTEY2",https://www.amazon.ae/b?node=12303814031,AED 799.00
26,"Samsung SM-R820N Galaxy Watch Active 2, 44mm, Aluminium - Aqua Black (Pack of 1)",https://www.amazon.ae/b?node=12303814031,
27,Smart Watch FKANT Fitness Trackers Bluetooth Fitness Watch with Heart Rate Sleep Monitor 5ATM Waterproof Pedometer Calorie Counter Activity Tracker for Men Women,https://www.amazon.ae/b?node=12303814031,AED 150.00
28,"Apple Series 3 GPS + Cellular Green/Blue Strap Smart Watch - MQMD2AE/A, iOSMQMD2AE/A",https://www.amazon.ae/b?node=12303814031,"AED 1,199.00"
29,"HUAWEI WATCH GT2e Smartwatch, 1.39"" AMOLED HD Touchscreen-P",https://www.amazon.ae/b?node=12303814031,AED 477.00
30,"MiniDeer Smart Watch,Fitness Tracker with Heart Rate Monitor,IP67 Waterproof Fitness Watch with Pedometer,Smartwatch Compatible with iOS, Android for Men, Women (Pink)",https://www.amazon.ae/b?node=12303814031,AED 179.00
31,"Amazfit GTS 2 Smartwatch with Alexa Built-In, 1.65"" AMOLED Display, Built-In GPS, 3GB Music Storage, 7-Day Battery Life, Bluetooth Phone Calls, 12 Sports Modes, Health Tracking, Water Resistant, Black",https://www.amazon.ae/b?node=12303814031,AED 699.00
32,B BRAND CODE U68 PLUS Large Touch Screen 1.6 Inch Spin Button Smartwatch for men Fitness Waterproof Heart Rate Sleep Phone Call Message Alarm 30 Days Super Long Standby Free Mobile Holder(BLACK),https://www.amazon.ae/b?node=12303814031,AED 99.00
33,Smartwatch W26,https://www.amazon.ae/b?node=12303814031,AED 65.00
34,"AGPTEK Smartwatch Fitness Watch for Men Women with Replacement Strap Touchscreen 1.3"" Heart Rate Monitor Wrist Pedometer Activity Tracker Waterproof IP68",https://www.amazon.ae/b?node=12303814031,AED 161.48
35,,https://www.amazon.ae/b?node=12303814031,
36,Smart Watch Blood Oxygen Fitness Tracker Heart Rate Monitor IP65 For Android iOS,https://www.ebay.com/itm/Smart-Watch-Blood-Oxygen-Fitness-Tracker-Heart-Rate-Monitor-IP65-For-Android-iOS/174471794916?hash=item289f5450e4:g:xx8AAOSwphhfgCMP&var=473671110144,$5.99
37,2020 Smart Watch Bluetooth Call Heart Rate Blood Pressure Monitor Fashion Watch,https://www.ebay.com/itm/2020-Smart-Watch-Bluetooth-Call-Heart-Rate-Blood-Pressure-Monitor-Fashion-Watch/392906897740?hash=item5b7b13794c:g:Qh4AAOSwTspfiP9q&var=661815117336,$12.99
38,Bluetooth Smart Watch for iPhone Android Phone Waterproof Fitness Tracker Watch,https://www.ebay.com/itm/Bluetooth-Smart-Watch-for-iPhone-Android-Phone-Waterproof-Fitness-Tracker-Watch/303827128677?hash=item46bd821165:g:K-IAAOSwBSpf6a4h&var=603031597854,$17.99
39,Apple Watch Series 4 44mm Space Gray Aluminum Case Black Sport Band,https://www.ebay.com/itm/Apple-Watch-Series-4-44mm-Space-Gray-Aluminum-Case-Black-Sport-Band/363262874425?hash=item5494279339:g:ks8AAOSwopxgBTID,$270.00
40,Samsung Galaxy Gear S3 Classic 46mm SM-R770 Bluetooth Smartwatch Silver,https://www.ebay.com/p/13003298131?iid=333861390956&rt=nc,$209.35
41,Smart Watch for iPhone iOS Android Phone Bluetooth Waterproof Fitness Tracker,https://www.ebay.com/itm/Smart-Watch-for-iPhone-iOS-Android-Phone-Bluetooth-Waterproof-Fitness-Tracker/284151760067?hash=item4228c3c4c3:g:TmwAAOSwqC9gAnVR&var=585640237469,$29.99
42,Amazfit Bip U Smartwatch 5ATM Display a colori resistente all'acqua GLONASS,https://www.ebay.com/p/17034224258?iid=174550648917&rt=nc,$67.71
43," Apple Watch Series 3 38mm Stainless Steel Case (GPS + Cellular) - (MQLV2B/A) ",https://www.ebay.com/itm/Apple-Watch-Series-3-38mm-Stainless-Steel-Case-GPS-Cellular-MQLV2B-A/402642278287?hash=item5dbf59978f:g:a0YAAOSw2qBgBJJe,$229.52
44,Nokia Steel Activity & Sleep Watch 36mm White,https://www.ebay.com/itm/Nokia-Steel-Activity-Sleep-Watch-36mm-White/254837463666?hash=item3b557f1a72:g:~xAAAOSwlJ5gBLAq,$100.00
45,HOT Samsung Galaxy Gear S3 Classic 46mm Stainless Steel Smartwatch SM-R770,https://www.ebay.com/p/230279544?iid=363194100156,$152.99
46,Waterproof Bluetooth Smart Watch Phone Mate for iphone IOS Android Samsung,https://www.ebay.com/itm/Waterproof-Bluetooth-Smart-Watch-Phone-Mate-for-iphone-IOS-Android-Samsung/373251448369?hash=item56e7851e31:g:k64AAOSwTYlfeC--&var=642156310343,$6.99
47,LOKMAT ATTACK Smart Watch Fitness Tracker Blood Pressure Heart Rate Monitor,https://www.ebay.com/itm/LOKMAT-ATTACK-Smart-Watch-Fitness-Tracker-Blood-Pressure-Heart-Rate-Monitor/284087951481?hash=item4224f62079:g:-ZoAAOSw8JRft3x5&var=585579892593,$43.23
48,M4 Smart Watch Sport Wristband Heart Rate Fitness Tracker Waterproof Bracelet,https://www.ebay.com/itm/M4-Smart-Watch-Sport-Wristband-Heart-Rate-Fitness-Tracker-Waterproof-Bracelet/193620239567?hash=item2d14aa64cf:g:in0AAOSw2ZRfMkeP,$4.68
49,Apple Series 5 40mm Gold Aluminum Case Pink Sand Sport Band Smart Watch GPS Cell,https://www.ebay.com/itm/Apple-Series-5-40mm-Gold-Aluminum-Case-Pink-Sand-Sport-Band-Smart-Watch-GPS-Cell/333861027066?hash=item4dbbaafcfa:g:l-IAAOSwObdf175s,$245.00
50,2019 Emporio Armani Men's Connected Smartwatch ART5021 iPhone Android Samsung,https://www.ebay.com/itm/2019-Emporio-Armani-Mens-Connected-Smartwatch-ART5021-iPhone-Android-Samsung/233863560959?hash=item36735abeff:g:HlQAAOSwfZRgBOCQ,$380.27
51,Microwear L13 Smart Watch Waterproof ECG PPG Call Blood Pressure for IOS Android,https://www.ebay.com/itm/Microwear-L13-Smart-Watch-Waterproof-ECG-PPG-Call-Blood-Pressure-for-IOS-Android/233823192882?hash=item3670f2c732:g:ITAAAOSwhkdf2X71&var=533491184628,$37.04
52,"YoYoFit Fitness Tracker Smart Watch, Blood Pressure Heart Rate Monitor Watch,...",https://www.ebay.com/p/20040284503?iid=174600174009&rt=nc,$43.45
53,Smart Watch Blood Pressure Heart Rate Monitor Waterproof Fitness Tracker Watches,https://www.ebay.com/itm/Smart-Watch-Blood-Pressure-Heart-Rate-Monitor-Waterproof-Fitness-Tracker-Watches/174467832511?hash=item289f17dabf:g:Tv0AAOSw2LBfe-ZL&var=473667818758,$6.29
54,Apple Watch Series 6 5 3 SE 3D Edge Tempered Glass Full Screen Protector 40/44mm,https://www.ebay.com/itm/Apple-Watch-Series-6-5-3-SE-3D-Edge-Tempered-Glass-Full-Screen-Protector-40-44mm/223212478305?hash=item33f8801f61:g:sh8AAOSwoR9deobY&var=522010258431,$1.99
55,"Waterproof Smart Watch, Fitness Tracker, Heart Rate/Blood Pressure Monitor Black",https://www.ebay.com/itm/Waterproof-Smart-Watch-Fitness-Tracker-Heart-Rate-Blood-Pressure-Monitor-Black/284151081532?hash=item4228b96a3c:g:4XgAAOSwXslgBHNf,$61.10
56,Garmin Venu Light Sand Rose Gold (English Only),https://www.ebay.com/c/19036549977,$348.90
57,Smart Women kw10 Waterproof ip68 Bluetooth notifications for Android and IOS Gold,https://www.ebay.com/itm/Smartwatch-donna-LW07-waterproof-IP68-bluetooth-notifiche-per-Android-e-iOS-gold/264131449136?hash=item3d7f761130:g:YiQAAOSwx8Nflvse,$68.93
58,"AIKELA Fitness Trackers, IP68 Waterproof Watch with Heart Rate Pink ",https://www.ebay.com/itm/AIKELA-Fitness-Trackers-IP68-Waterproof-Watch-with-Heart-Rate-Pink/353357275646?hash=item5245bc21fe:g:vtsAAOSweAdgBJA5,$57.83
59,Bluetooth Smart Watch M4 Heart Rate Blood Pressure Fitness FIT#BIT Sport Tracker,https://www.ebay.com/p/27041793239?iid=401881062409&rt=nc,$18.86
60,OPPO Watch 46mm Wifi Smart Watch... Global Version... GOLD COLOR,https://www.ebay.com/itm/OPPO-Watch-46MM-WiFi-Smart-Watch-versione-globale-Gold-Color/184580819162?hash=item2af9dfc8da:g:RcMAAOSwH9tf2DaC,$276.92
61,Smart t500 Call Bluetooth Android iPhone Fitness Tracker,https://www.ebay.com/itm/SMARTWATCH-T500-CHIAMATA-BLUETOOTH-ANDROID-IPHONE-FITNESS-TRACKER/224220375258?hash=item34349368da:g:EgwAAOSwGypfpWqF,$30.10
62,Apple Watch Series 5 - GPS - GPS + Cellular - 40MM 44MM - Gray - Silver - Gold,https://www.ebay.com/itm/Apple-Watch-Series-5-GPS-GPS-Cellular-40MM-44MM-Gray-Silver-Gold/363183822421?hash=item548f715655:g:T7IAAOSw6AxdvDnn&var=632351267759,$279.00
63,"Smart Watch, New Full Touch Screen Smartwatch, Fitness Tracker with HR...",https://www.ebay.com/itm/Smart-Watch-New-Full-Touch-Screen-Smartwatch-Fitness-Tracker-with-HR/293905948877?hash=item446e28e0cd:g:yfQAAOSwlIZf3G1K,$48.99
64,Smart Watch Fitness Tracker for Women Men Activity Watch and Heart Rate...,https://www.ebay.com/p/27041606577?iid=293905932225,$52.99
65,GOKOO Smart Watch for Men Activity Tracking Heart Rate Blood Pressure...,https://www.ebay.com/p/18040845602?iid=293909947687,$68.49
66,2020 Sport Smart Watch Women Men Heart Rate For iPhone Android iOS Waterproof,https://www.ebay.com/itm/2020-Sport-Smart-Watch-Women-Men-Heart-Rate-For-iPhone-Android-iOS-Waterproof/393046402448?hash=item5b83642590:g:lxkAAOSw-k1fzZB1&var=661956457708,$9.99
67,Smart Watch Smart Bracelet Sport W/ Body Temperature Heart Rate Fitness Monitor,https://www.ebay.com/itm/Smart-Watch-Smart-Bracelet-Sport-W-Body-Temperature-Heart-Rate-Fitness-Monitor/193782892324?hash=item2d1e5c4724:g:sMoAAOSw66tfyz90&var=494015051493,$30.27
68,ID115 Plus Sport Smart Watch Bracelet Heart Rate Pedometer Fitness Tracker,https://www.ebay.com/itm/ID115-Plus-Sport-Smart-Watch-Bracelet-Heart-Rate-Pedometer-Fitness-Tracker/313228103452?hash=item48edd98f1c:g:zBYAAOSwTzlfaZs0&var=612068411215,$7.19
69,Business Bluetooth Call Smart Watch Heart Rate Sports Fitness Tracker Bracelet,https://www.ebay.com/itm/Business-Bluetooth-Call-Smart-Watch-Heart-Rate-Sports-Fitness-Tracker-Bracelet/264872437808?hash=item3daba0a830:g:I7sAAOSwrTlfaFss&var=564714137956,$29.99
70,Zeblaze VIBE 6 Men Smart watch Music Player Bluetooth Call Heart Rate Monitor,https://www.ebay.com/itm/Zeblaze-VIBE-6-Men-Smart-watch-Music-Player-Bluetooth-Call-Heart-Rate-Monitor/164335542206?hash=item2643295fbe:g:q4IAAOSwtYNfo3IY&var=464089785120,$56.99
71,New Bluetooth Call Smart Watch Blood Pressure Heart Rate Monitor For iOS Android,https://www.ebay.com/itm/New-Bluetooth-Call-Smart-Watch-Blood-Pressure-Heart-Rate-Monitor-For-iOS-Android/203075784474?hash=item2f48428f1a:g:GMkAAOSwKTZfNQIi&var=503305209747,$10.72
72,[Fully Refurbished] Pebble Steel Stainless Case (Silver/Black),https://www.ebay.com/itm/Fully-Refurbished-Pebble-Steel-Stainless-Case-Silver-Black/143891787953?hash=item21809e70b1:g:X84AAOSwTOxf3qVj&var=443152370371,$45.00
73,Oppo Orologio 46MM Wi-Fi- 1.91-inch Amoled Flessibile Dual-Curved Screen-Android,https://www.ebay.com/itm/Oppo-Orologio-46MM-Wi-Fi-1-91-inch-Amoled-Flessibile-Dual-Curved-Screen-Android/184388183294?hash=item2aee6464fe:g:Ew4AAOSwRsJfKFd~,$326.16
74,2020 Sport Smart Watch Fitness ECG Blood Pressure Heart Rate Monitor iOS Android,https://www.ebay.com/itm/2020-Sport-Smart-Watch-Fitness-ECG-Blood-Pressure-Heart-Rate-Monitor-iOS-Android/203133820143?hash=item2f4bb81cef:g:IdcAAOSwgn5fgClO&var=503488291968,$18.54
75,Microwear L19 ECG Smart Watch BT-Call IP68 For Android IOS Sport Fitness Tracker,https://www.ebay.com/itm/Microwear-L19-ECG-Smart-Watch-BT-Call-IP68-For-Android-IOS-Sport-Fitness-Tracker/233839041723?hash=item3671e49cbb:g:hu4AAOSwonZf6p53&var=533500975155,$35.14
76,GT05 Sport Smart Watch Heart Rate Blood Pressure Monitor Business Bluetooth Call,https://www.ebay.com/itm/GT05-Sport-Smart-Watch-Heart-Rate-Blood-Pressure-Monitor-Business-Bluetooth-Call/393100004670?hash=item5b86960d3e:g:MgUAAOSw93pgBONy&var=662003145727,$34.99
77,Smart Watch Blood Pressure Oxygen Heart Rate  Monitor Bracelet For iOS Android,https://www.ebay.com/itm/Smart-Watch-Blood-Pressure-Oxygen-Heart-Rate-Monitor-Bracelet-For-iOS-Android/293870061088?hash=item446c054620:g:uAYAAOSwwlNfx2CF&var=592608627581,$24.57
78,L17 Sport Smart Watch Men ECG+PPG Vibration Blood Pressure Heart Monitor N2U1,https://www.ebay.com/itm/L17-Sport-Smart-Watch-Men-ECG-PPG-Vibration-Blood-Pressure-Heart-Monitor-N2U1/333860639150?hash=item4dbba511ae:g:R8cAAOSwvEZgBFOE&var=542926269302,$36.03
79,Smart Watch Fitness Sport Activity Tracker Heart Rate Monitor For Android iOS,https://www.ebay.com/itm/Smart-Watch-Fitness-Sport-Activity-Tracker-Heart-Rate-Monitor-For-Android-iOS/143685831553?hash=item217457cb81:g:aygAAOSwr3Bd3ngi&var=442672444199,$5.55
80,Smart Watch Bluetooth Call Sports Fitness Tracker Wristband Dual Color Dual Pin,https://www.ebay.com/itm/Smart-Watch-Bluetooth-Call-Sports-Fitness-Tracker-Wristband-Dual-Color-Dual-Pin/383907938828?hash=item5962b2420c:g:nRQAAOSwIIpgBUBH&var=652242467992,$27.92
81,Waterproof Bluetooth Parameter Smart Watch For iPhone Samsung Men Women Kids,https://www.ebay.com/itm/Waterproof-Bluetooth-Parameter-Smart-Watch-For-iPhone-Samsung-Men-Women-Kids/184296734047?hash=item2ae8f0fd5f:g:HqIAAOSwoaNeNHEo&var=691988754397,$20.17
82,Smart Watch ECG Body Temperature Blood Pressure Heart MT01 Rate Bracelet A5N4,https://www.ebay.com/itm/Smart-Watch-ECG-Body-Temperature-Blood-Pressure-Heart-MT01-Rate-Bracelet-A5N4/293954511669?hash=item44710de335:g:KZsAAOSwsV9f~5zi&var=592659689642,$35.38
83,Smart Watch Heart Rate Monitor Fit Activity Tracker iPhone Android Touch Screen,https://www.ebay.com/itm/Smart-Watch-Heart-Rate-Monitor-Fit-Activity-Tracker-iPhone-Android-Touch-Screen/193342135485?hash=item2d0416dcbd:g:mRAAAOSwoBFeRBjt&var=493534187135,$12.69
84,Smart Watch Bluetooth Fitness Tracker Warning Removable Fashion Waterproof GPS,https://www.ebay.com/itm/Smart-Watch-Bluetooth-Fitness-Tracker-Warning-Removable-Fashion-Waterproof-GPS/193843281722?hash=item2d21f5bf3a:g:dRIAAOSwwQ1f-VkY&var=494070347260,$24.99
85,"1.28"" Smart Watch LV69 Sport Fitness Tracker Wristband for Android Gifts NEW",https://www.ebay.com/itm/1-28-Smart-Watch-LV69-Sport-Fitness-Tracker-Wristband-for-Android-Gifts-NEW/265018501322?hash=item3db45568ca:g:nPsAAOSwHqVgBUND&var=564868818485,$26.31
86,Smart Watch Fitness Sport Activity Tracker Heart Rate Monitor For Android iOS,https://www.ebay.com/itm/Smart-Watch-Fitness-Sport-Activity-Tracker-Heart-Rate-Monitor-For-Android-iOS/143685831553?hash=item217457cb81:g:aygAAOSwr3Bd3ngi&var=442672444204,$5.55
87,Smart Watch Bracelet Heart Blood Pressure Probe Fitness,https://www.ebay.com/itm/Smart-Orologio-Braccialetto-Cardiofrequenzimetro-Sangue-Pressione-Sonda-Fitness/114555228680?hash=item1aac061208:g:6uMAAOSwC4ZeYvU~&var=414736869285,$9.48
88,1Pcs 119Plus Smart Watch Bracelet Heart Rate Blood Pressure Monitor Tracker U5T5,https://www.ebay.com/itm/1Pcs-119Plus-Smart-Watch-Bracelet-Heart-Rate-Blood-Pressure-Monitor-Tracker-U5T5/174600213045?hash=item28a6fbd235:g:xnAAAOSwhMBgBIjB&var=473808309991,$9.72
89,L16 Sport Smart Watch Uomo ECG + PPG Vibrazione Pressione sanguigna,https://www.ebay.com/itm/L16-Sport-Smart-Watch-Uomo-ECG-PPG-Vibrazione-Pressione-sanguigna/274613556164?hash=item3ff03e53c4:g:dUoAAOSwOVJf1JZu&var=574838396483,$31.82
90,Smart Watch Men HD Large Screen 5D Bluetooth Call Heart Rate Monitor,https://www.ebay.com/itm/Smart-Watch-Men-HD-Large-Screen-5D-Bluetooth-Call-Heart-Rate-Monitor/233824043106?hash=item3670ffc062:g:dDkAAOSwoShf2Yal&var=533491793943,$35.14
91,M96 Smart Watch Heart Rate Blood Pressure Monitor Bluetooth Call For Android iOS,https://www.ebay.com/itm/M96-Smart-Watch-Heart-Rate-Blood-Pressure-Monitor-Bluetooth-Call-For-Android-iOS/393064169438?hash=item5b84733fde:g:D8cAAOSwVYZf4BSk&var=661971442440,$22.99
92,"Smart Watch for Android iOS Phone Bluetooth,Pedometer",https://www.ebay.com/itm/Smart-Watch-for-Android-iOS-Phone-Bluetooth-Pedometer/392944742650?hash=item5b7d54f0fa:g:nC4AAOSw5shfYshr&var=661850614296,$48.73
93,Microwear S30 Smart Watch Heart Rate Blood Pressure Monitor Sports Bracelet,https://www.ebay.com/itm/Microwear-S30-Smart-Watch-Heart-Rate-Blood-Pressure-Monitor-Sports-Bracelet/383685410672?hash=item59556ebf70:g:lj8AAOSwFBlfPkdZ&var=652083022233,$27.99
94,Fitness Smart Watch Activity Tracker Adult Kid Heart Rate For Android iOS Phones,https://www.ebay.com/itm/Fitness-Smart-Watch-Activity-Tracker-Adult-Kid-Heart-Rate-For-Android-iOS-Phones/392986881590?hash=item5b7fd7ee36:g:gggAAOSwuwdfj-A5&var=661902378746,$5.99
95,Kids Anti-lost GPS Fitness SOS Call Camera IP68 Waterproof,https://www.ebay.com/itm/Kids-Anti-lost-GPS-Fitness-SOS-Call-Camera-IP68-Waterproof/284148571281?hash=item4228931c91:g:Ra8AAOSwPo9gAXJj,$32.03
96,DT98 Smart Watch Rate Pressure Monitor Fitness Tracker Waterproof Wristwatch,https://www.ebay.com/itm/DT98-Smart-Watch-Rate-Pressure-Monitor-Fitness-Tracker-Waterproof-Wristwatch/133231987901?hash=item1f053eccbd:g:3j4AAOSwyMVdw4mS&var=432575476739,$51.31
97,Kids Anti-lost GPS Fitness SOS Call Camera IP68 Waterproof,https://www.ebay.com/itm/Kids-Anti-lost-GPS-Fitness-SOS-Call-Camera-IP68-Waterproof/324456159635?hash=item4b8b181993:g:YUAAAOSwnR9gBUX6,$26.47
98,Bluetooth Smart Watch Heart Rate Blood Monitor Wristband Sports Bracelet,https://www.ebay.com/itm/Bluetooth-Smart-Watch-Heart-Rate-Blood-Monitor-Wristband-Sports-Bracelet/154290404335?hash=item23ec6cbbef:g:lhUAAOSwJy1f~ryW&var=454376913866,$22.92
99,Smart Watch Band Heart Rate Blood Pressure Monitor Tracker Fitness Wristband,https://www.ebay.com/itm/Smart-Watch-Band-Heart-Rate-Blood-Pressure-Monitor-Tracker-Fitness-Wristband/193296913492?hash=item2d0164d454:g:7b0AAOSwx5VeGva0&var=493489542234,$7.99
100,Bluetooth Smart Watch Fitness Tracker Call Reminder For Android Samsung LG K7 K8,https://www.ebay.com/itm/Bluetooth-Smart-Watch-Fitness-Tracker-Call-Reminder-For-Android-Samsung-LG-K7-K8/393100101061?hash=item5b869785c5:g:NSEAAOSwd3NdEvTV,$24.83
101,Smart Watch Bracelet Wristband Fitness Heart Rate BP Monitor iPhone Android,https://www.ebay.com/itm/Smart-Watch-Bracelet-Wristband-Fitness-Heart-Rate-BP-Monitor-iPhone-Android/273325862822?hash=item3fa37dafa6:g:V04AAOSwklVdvfKL,$14.45
102,5Pcs Original Silicon Wristband Bracelet Wrist Strap for XIAOMI MI Band 3,https://www.ebay.com/itm/5Pcs-Original-Silicon-Wristband-Bracelet-Wrist-Strap-for-XIAOMI-MI-Band-3/313276337333?hash=item48f0b98cb5:g:XiYAAOSwzZZfmSCe&var=612140991659,$1.61
103,Zeblaze Hybrid Blood Pressure Fitness Monitor Waterproof Mechanical Smart Watch,https://www.ebay.com/itm/Zeblaze-Hybrid-Blood-Pressure-Fitness-Monitor-Waterproof-Mechanical-Smart-Watch/184474975004?hash=item2af390bb1c:g:3MUAAOSw9y1fdAQ5&var=692178998756,$39.02
104,Heart Rate Blood Pressure Sport Fitness Pedometer,https://www.ebay.com/itm/Heart-Rate-Blood-Pressure-Sport-Fitness-Pedometer/324413552783?hash=item4b888df88f:g:JiAAAOSwCKxf06Gn,$19.61
105,"Smartwatch Bluetooth connected watch health monitor ios android y68 38mm 1,3""",https://www.ebay.com/itm/Smartwatch-Montre-Connectee-Bluetooth-Moniteur-Sante-iOS-Android-Y68-38mm-1-3/203200624225?hash=item2f4fb37661:g:lW0AAOSwfK5fwjY4&var=503550399083,$30.11
106,Smart Bracelet Sport Smart Watch Body Temperature Heart Rate Monitor Hot D3B2,https://www.ebay.com/itm/Smart-Bracelet-Sport-Smart-Watch-Body-Temperature-Heart-Rate-Monitor-Hot-D3B2/124531228836?hash=item1cfea3c0a4:g:LGgAAOSw3JhgA3rN&var=425407241845,$33.50
107,Smart Watch Multifunction Wrist Watch Heart Rate Monitor Smartwatch Bracelet,https://www.ebay.com/itm/Smart-Watch-Multifunction-Wrist-Watch-Heart-Rate-Monitor-Smartwatch-Bracelet/373075511457?hash=item56dd0888a1:g:kqQAAOSwoQZfMsCn&var=641855618289,$23.81
108,Smart Bracelet Bluetooth Fitness Tracker Call Reminder For Women Samsung Xiaomi,https://www.ebay.com/p/6029898128?iid=313385541832,$24.83
109,Smart Watch LV69 Sport Fitness Tracker Wristband for IPhone Android,https://www.ebay.com/itm/Smart-Watch-LV69-Sport-Fitness-Tracker-Wristband-for-IPhone-Android/303851620698?hash=item46bef7c95a:g:sLsAAOSwcL1gBPn4&var=603047170074,$28.29
110,2020 New Smart Bracelet Watch Waterproof Sport Fitness Tracker for iOS & Android,https://www.ebay.com/itm/2020-New-Smart-Bracelet-Watch-Waterproof-Sport-Fitness-Tracker-for-iOS-Android/353357754811?hash=item5245c371bb:g:le8AAOSwyW9gBTz3&var=622526208757,$7.92
111,Zeblaze Thor Pro 3g 1.53 inch Call Bluetooth IPS 1 GB + 16 GB WiFi GPS SM,https://www.ebay.com/itm/Zeblaze-THOR-PRO-3G-bluetooth-chiamata-1-53-pollici-IPS-1-GB-16-GB-GPS-WIFI-Sm/392801981628?hash=item5b74d294bc:g:uZ4AAOSwrpRd~1Ps,$143.90
112,1.44 In Kids Waterproof Anti-lost SOS Call Touch Camera,https://www.ebay.com/itm/1-44-In-Kids-Waterproof-Anti-lost-SOS-Call-Touch-Camera/265014978317?hash=item3db41fa70d:g:FXkAAOSwcidgAWdj,$32.03
113,LIGE Smart Watch Heart Rate Monitor Blood Pressure Fitness tracker camera remote,https://www.ebay.com/itm/LIGE-Smart-Watch-Heart-Rate-Monitor-Blood-Pressure-Fitness-tracker-camera-remote/284151663327?hash=item4228c24adf:g:YqcAAOSwK-xgBQxK&var=585640141964,$40.97
